checkpoint_step,batch_size,epsilon,mean_delta_loss,stderr_delta_loss,mean_loss_change,stderr_loss_change,n
500,256,0.005,0.00044302893877029017,7.527774278613932e-05,-0.00044302893877029017,7.527774278613932e-05,10
500,256,0.007,0.0006159230828285206,0.00010434240073172847,-0.0006159230828285206,0.00010434240073172847,10
500,256,0.01,0.0008705906867980895,0.00014682819885422356,-0.0008705906867980895,0.00014682819885422356,10
500,256,0.015,0.0012828298330306964,0.0002148374967110979,-0.0012828298330306964,0.0002148374967110979,10
500,256,0.02,0.00167987319231033,0.00027941218046000023,-0.00167987319231033,0.00027941218046000023,10
500,256,0.03,0.0024286837100982615,0.0003981007580921408,-0.0024286837100982615,0.0003981007580921408,10
500,256,0.05,0.0037470287680625852,0.0005956676155920774,-0.0037470287680625852,0.0005956676155920774,10
500,256,0.07,0.004828711378574368,0.0007442923627649173,-0.004828711378574368,0.0007442923627649173,10
500,256,0.1,0.006016477525234223,0.0008903873964903528,-0.006016477525234223,0.0008903873964903528,10
500,256,0.15,0.006876188099384303,0.001005100833731743,-0.006876188099384303,0.001005100833731743,10
500,256,0.2,0.006359398865699767,0.0011659788949735243,-0.006359398865699767,0.0011659788949735243,10
500,256,0.3,0.0011850271105766253,0.0026109351579332546,-0.0011850271105766253,0.0026109351579332546,10
500,256,0.5,-0.02740869214534759,0.01089818054360057,0.02740869214534759,0.01089818054360057,10
500,256,1.0,-0.24119312005043034,0.06813839202160625,0.24119312005043034,0.06813839202160625,10
500,512,0.0001,1.0684835910793056e-05,9.862415438618294e-07,-1.0684835910793056e-05,9.862415438618294e-07,10
500,512,0.0003,3.20044398307795e-05,2.9567590304964134e-06,-3.20044398307795e-05,2.9567590304964134e-06,10
500,512,0.001,0.00010639951229094723,9.819489471775759e-06,-0.00010639951229094723,9.819489471775759e-06,10
500,512,0.002,0.0002119883894920377,1.9537171251775665e-05,-0.0002119883894920377,1.9537171251775665e-05,10
500,512,0.003,0.0003168095111846847,2.9157198964732187e-05,-0.0003168095111846847,2.9157198964732187e-05,10
500,512,0.005,0.0005241339564323322,4.8094552581287494e-05,-0.0005241339564323322,4.8094552581287494e-05,10
500,512,0.007,0.0007283510327339149,6.661811523307375e-05,-0.0007283510327339149,6.661811523307375e-05,10
500,512,0.01,0.0010287664055824263,9.363725625213787e-05,-0.0010287664055824263,9.363725625213787e-05,10
500,512,0.015,0.0015137949824333198,0.00013670591017197746,-0.0015137949824333198,0.00013670591017197746,10
500,512,0.02,0.0019795156955718955,0.0001774224543884387,-0.0019795156955718955,0.0001774224543884387,10
500,512,0.03,0.00285322235822677,0.00025196489432718726,-0.00285322235822677,0.00025196489432718726,10
500,512,0.05,0.004373631298542022,0.0003755694225881436,-0.004373631298542022,0.0003755694225881436,10
500,512,0.07,0.0055953139424324005,0.0004692534303305099,-0.0055953139424324005,0.0004692534303305099,10
500,512,0.1,0.0068815597534179675,0.0005696463452196731,-0.0068815597534179675,0.0005696463452196731,10
500,512,0.15,0.007606801140308381,0.0007221882602638046,-0.007606801140308381,0.0007221882602638046,10
500,512,0.2,0.006596296381950378,0.0010365735405421937,-0.006596296381950378,0.0010365735405421937,10
500,512,0.3,-0.00059627072811127,0.002535954062750551,0.00059627072811127,0.002535954062750551,10
500,512,0.5,-0.037310486328601844,0.009121494411079515,0.037310486328601844,0.009121494411079515,10
500,512,1.0,-0.299445963215828,0.051057258859994264,0.299445963215828,0.051057258859994264,10
